Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Atlassian Project),Custom field (Development),Custom field (Issue color),Custom field (Rank),Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Parent,Parent key,Parent summary,Status Category,Status Category Changed
Add unit/integration/E2E tests — Zero tests currently,J2-202,11062,Task,To Do,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:37 PM,22/Jun/26 5:37 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001rb:,,,,,,10127,J2-14,Power Platform PPM Solution,To Do,22/Jun/26 5:37 PM
"Fix 1389 ESLint errors — pervasive any types, empty catch blocks, React hook violations",J2-201,11061,Task,To Do,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:37 PM,22/Jun/26 5:37 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001r3:,,,,,,10127,J2-14,Power Platform PPM Solution,To Do,22/Jun/26 5:37 PM
"Custom Hooks — useAuthorization, useDataGrid, useDataverseAsync, useDataverseCrud",J2-200,11060,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:37 PM,25/Jun/26 12:58 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001qv:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:51 PM
"Common Component Library — 34 reusable components (DataverseTable, DetailDrawer, etc.)",J2-199,11059,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:37 PM,25/Jun/26 12:59 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001qn:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:51 PM
"Changelog Service — Audit logging with session ID from Xrm context, entity-level change tracking",J2-198,11058,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:37 PM,25/Jun/26 12:59 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001qf:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:51 PM
Audit Trail / Activity Log — changelog.service.ts writes audit entries on all CRUD operations,J2-197,11057,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:37 PM,25/Jun/26 12:59 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001q7:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:51 PM
"Financial KPI Dashboard — Budget vs actual, cashflow projections, funding utilization",J2-196,11056,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:37 PM,25/Jun/26 12:59 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001pz:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:51 PM
"Financial Rollup Engine — Portfolio-level budget aggregation, programme budget consolidation",J2-195,11055,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:37 PM,25/Jun/26 12:59 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001pr:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:51 PM
"Document Upload & Management — Document CRUD, binary upload, EntityDocumentsTab",J2-194,11054,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:37 PM,25/Jun/26 12:59 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001pj:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:51 PM
"Calendar View — Integrated calendar display with Outlook events, local event creation",J2-193,11053,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:37 PM,25/Jun/26 12:59 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001pb:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:51 PM
Outlook Calendar Integration — CreateOutlookEventService + GetOutlookEventsService,J2-192,11052,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:37 PM,25/Jun/26 12:59 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001p3:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:51 PM
"Approval Workflow Engine — Multi-step approval flows, 17 task modals, FORM_DIALOG_DECISION_EVENT",J2-191,11051,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:37 PM,25/Jun/26 12:59 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001ov:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:51 PM
"User Selector — Avatar chip + popover with user switching, persona display, active indicator",J2-190,11050,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:37 PM,25/Jun/26 12:59 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001on:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:51 PM
"User Context & Role Resolution — Fetches users, teams, memberships; resolves personas",J2-189,11049,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:37 PM,25/Jun/26 12:59 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001of:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:51 PM
Route Guard — Tab-level access validation in PrimaryShell + deep-link URL protection,J2-188,11048,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:37 PM,25/Jun/26 12:59 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001o7:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:51 PM
CRUD Permission Matrix — Per-module per-action persona-based access control,J2-187,11047,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:36 PM,25/Jun/26 12:59 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001nz:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:51 PM
"Persona Resolution System — 7 personas: keyword matching against job title, team names, security roles",J2-186,11046,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:36 PM,25/Jun/26 12:59 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001nr:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:51 PM
Workflow Tasks — Read-only approval step tasks view,J2-185,11045,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:36 PM,25/Jun/26 12:59 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001nj:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:51 PM
Funding Source Management — CRUD,J2-184,11044,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:36 PM,25/Jun/26 12:59 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001nb:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:52 PM
Cashflow Management — CRUD + financial calendar entries,J2-183,11043,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:36 PM,25/Jun/26 12:59 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001n3:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:52 PM
Issue Management — CRUD + owner-based row-level filtering,J2-182,11042,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:36 PM,22/Jun/26 5:52 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001mv:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:52 PM
Risk Management — CRUD + risk assessment + mitigation actions,J2-181,11041,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:36 PM,22/Jun/26 5:52 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001mn:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:52 PM
Budget Line Management — CRUD + funding source linkage,J2-180,11040,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:36 PM,22/Jun/26 5:52 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001mf:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:52 PM
Timesheet Recording & Approval — Entry-based timesheets + status workflow + overlap validation,J2-179,11039,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:36 PM,22/Jun/26 5:52 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001m7:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:52 PM
Strategic Roster — Headcount planning / strategic workforce visualization,J2-178,11038,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:36 PM,22/Jun/26 5:52 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001lz:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:52 PM
Status Snapshots — 13-period RAG status reporting with snapshots,J2-177,11037,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:36 PM,22/Jun/26 5:52 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001lr:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:52 PM
"Workflow Engine — Step templates, routing rules, Power Automate triggers",J2-176,11036,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:36 PM,22/Jun/26 5:52 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001lj:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:52 PM
Skills Management — CRUD + resource skill mapping,J2-175,11035,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:36 PM,22/Jun/26 5:52 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001lb:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:52 PM
Change Request Workflow — CRUD + impact assessment + approval flow,J2-174,11034,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:36 PM,22/Jun/26 5:52 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001l3:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:52 PM
Benefits Tracking — CRUD + performance measures + realisation tracking,J2-173,11033,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:36 PM,22/Jun/26 5:52 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001kv:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:52 PM
Gate Review Workflow — CRUD + readiness checklists + approval steps,J2-172,11032,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:36 PM,22/Jun/26 5:52 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001kn:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:52 PM
Resource Management — CRUD + allocations + capacity validation + skill search,J2-171,11031,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:36 PM,22/Jun/26 5:52 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001kf:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:52 PM
Pipeline/Opportunity Lifecycle — Initiative CRUD + scoring + approval workflow,J2-170,11030,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:36 PM,22/Jun/26 5:52 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001k7:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:52 PM
Project Management — CRUD + 360° view + Gantt chart + milestones + tasks,J2-169,11029,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:36 PM,22/Jun/26 5:52 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001jz:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:52 PM
Programme Management — CRUD + child project budget aggregation,J2-168,11028,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:36 PM,22/Jun/26 5:52 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001jr:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:52 PM
Portfolio Management — CRUD + DetailDrawer + health snapshots + financial rollup,J2-167,11027,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:36 PM,22/Jun/26 5:52 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001jj:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:52 PM
